id,ethnicity,religion,sign
17136,white,catholicism but not too serious about it,libra and it&rsquo;s fun to think about
17139,white,christianity and somewhat serious about it,pisces
17161,white,atheism and laughing about it,libra but it doesn&rsquo;t matter
17164,indian,agnosticism but not too serious about it,aquarius
17165,white,judaism and laughing about it,capricorn and it&rsquo;s fun to think about
17167,black,christianity but not too serious about it,libra
17170,black,christianity and very serious about it,cancer and it&rsquo;s fun to think about
17177,white,atheism,aquarius and it&rsquo;s fun to think about
17183,black,agnosticism and laughing about it,pisces but it doesn&rsquo;t matter
17184,white,other and very serious about it,taurus and it matters a lot
17191,white,atheism but not too serious about it,gemini
17196,white,catholicism but not too serious about it,aries and it&rsquo;s fun to think about
17202,white,hinduism,gemini but it doesn&rsquo;t matter
17203,white,buddhism and somewhat serious about it,capricorn and it&rsquo;s fun to think about
17206,white,christianity but not too serious about it,sagittarius but it doesn&rsquo;t matter
17207,white,other and very serious about it,scorpio and it&rsquo;s fun to think about
17219,indian,atheism but not too serious about it,sagittarius
17220,white,atheism and somewhat serious about it,cancer and it&rsquo;s fun to think about
17223,white,other,taurus and it&rsquo;s fun to think about
17231,white,atheism and somewhat serious about it,cancer and it&rsquo;s fun to think about
17233,"asian, native american, hispanic / latin, white",agnosticism but not too serious about it,leo and it&rsquo;s fun to think about
17253,white,other,taurus and it&rsquo;s fun to think about
17260,indian,agnosticism but not too serious about it,taurus but it doesn&rsquo;t matter
17262,hispanic / latin,catholicism but not too serious about it,sagittarius but it doesn&rsquo;t matter
17269,"asian, black",other and laughing about it,leo and it&rsquo;s fun to think about
17277,white,other and laughing about it,gemini and it&rsquo;s fun to think about
17279,asian,catholicism but not too serious about it,gemini and it&rsquo;s fun to think about
17280,"hispanic / latin, other",buddhism and somewhat serious about it,libra and it&rsquo;s fun to think about
17281,hispanic / latin,christianity and laughing about it,aquarius and it&rsquo;s fun to think about
17283,asian,buddhism but not too serious about it,sagittarius and it&rsquo;s fun to think about
17285,white,agnosticism,virgo but it doesn&rsquo;t matter
17293,black,agnosticism and laughing about it,capricorn but it doesn&rsquo;t matter
17297,white,agnosticism,gemini but it doesn&rsquo;t matter
17300,other,other,scorpio and it&rsquo;s fun to think about
17316,pacific islander,buddhism and laughing about it,scorpio and it&rsquo;s fun to think about
17318,white,buddhism but not too serious about it,capricorn and it&rsquo;s fun to think about
17320,"white, other",other and laughing about it,pisces and it&rsquo;s fun to think about
17339,white,other and laughing about it,libra and it&rsquo;s fun to think about
17341,white,catholicism but not too serious about it,cancer but it doesn&rsquo;t matter
17342,white,other and somewhat serious about it,gemini but it doesn&rsquo;t matter
17346,white,buddhism and laughing about it,scorpio but it doesn&rsquo;t matter
17354,"black, native american",other and somewhat serious about it,aries and it matters a lot
17355,black,other but not too serious about it,gemini and it&rsquo;s fun to think about
17357,"asian, pacific islander, other",catholicism,pisces and it&rsquo;s fun to think about
17370,"hispanic / latin, white",christianity and somewhat serious about it,aries but it doesn&rsquo;t matter
17376,white,atheism and laughing about it,cancer
17377,other,catholicism but not too serious about it,libra
17385,white,other and somewhat serious about it,aries and it&rsquo;s fun to think about
17396,asian,agnosticism,sagittarius but it doesn&rsquo;t matter
17400,white,agnosticism and laughing about it,capricorn and it&rsquo;s fun to think about
17402,hispanic / latin,other and somewhat serious about it,capricorn but it doesn&rsquo;t matter
17405,asian,catholicism and laughing about it,cancer and it&rsquo;s fun to think about
17406,white,christianity but not too serious about it,pisces and it&rsquo;s fun to think about
17416,white,christianity and somewhat serious about it,cancer but it doesn&rsquo;t matter
17426,white,judaism but not too serious about it,sagittarius but it doesn&rsquo;t matter
17452,white,agnosticism and somewhat serious about it,cancer but it doesn&rsquo;t matter
17454,white,other and laughing about it,cancer but it doesn&rsquo;t matter
17457,white,catholicism but not too serious about it,aries and it&rsquo;s fun to think about
17473,native american,agnosticism but not too serious about it,capricorn but it doesn&rsquo;t matter
17483,"asian, native american, hispanic / latin, white, other",other and laughing about it,pisces and it&rsquo;s fun to think about
17486,white,other,scorpio
17494,indian,hinduism and laughing about it,pisces but it doesn&rsquo;t matter
17501,white,other and laughing about it,gemini and it&rsquo;s fun to think about
17504,white,catholicism and laughing about it,cancer and it&rsquo;s fun to think about
17507,"native american, hispanic / latin, white",agnosticism,aries and it&rsquo;s fun to think about
17512,hispanic / latin,christianity and somewhat serious about it,taurus and it&rsquo;s fun to think about
17517,white,other but not too serious about it,taurus and it&rsquo;s fun to think about
17529,white,other and laughing about it,libra and it&rsquo;s fun to think about
17538,white,agnosticism and laughing about it,scorpio and it&rsquo;s fun to think about
17549,white,agnosticism but not too serious about it,virgo and it&rsquo;s fun to think about
17581,other,catholicism and somewhat serious about it,libra but it doesn&rsquo;t matter
17589,"white, other",atheism,pisces but it doesn&rsquo;t matter
17593,white,other but not too serious about it,taurus and it&rsquo;s fun to think about
17607,middle eastern,other and laughing about it,pisces and it&rsquo;s fun to think about
17614,white,catholicism but not too serious about it,sagittarius but it doesn&rsquo;t matter
17616,black,christianity and very serious about it,taurus and it matters a lot
17617,white,agnosticism but not too serious about it,cancer but it doesn&rsquo;t matter
17620,asian,atheism and laughing about it,cancer but it doesn&rsquo;t matter
17623,white,atheism and laughing about it,libra but it doesn&rsquo;t matter
17624,white,agnosticism but not too serious about it,sagittarius but it doesn&rsquo;t matter
17626,black,christianity,capricorn but it doesn&rsquo;t matter
17630,white,atheism but not too serious about it,scorpio and it&rsquo;s fun to think about
17632,white,catholicism but not too serious about it,aquarius but it doesn&rsquo;t matter
17648,indian,atheism,scorpio
17652,white,atheism and laughing about it,cancer but it doesn&rsquo;t matter
17656,"asian, white",agnosticism but not too serious about it,cancer but it doesn&rsquo;t matter
17658,white,atheism and laughing about it,leo
17660,"white, other",judaism but not too serious about it,gemini but it doesn&rsquo;t matter
17674,white,other and very serious about it,gemini and it&rsquo;s fun to think about
17688,"black, white",agnosticism but not too serious about it,taurus and it&rsquo;s fun to think about
17689,indian,atheism,leo and it&rsquo;s fun to think about
17692,white,catholicism but not too serious about it,cancer and it&rsquo;s fun to think about
17695,white,atheism and somewhat serious about it,sagittarius but it doesn&rsquo;t matter
17703,"white, other",atheism and very serious about it,gemini but it doesn&rsquo;t matter
17709,white,other and very serious about it,capricorn but it doesn&rsquo;t matter
17712,"native american, white, other",other and laughing about it,scorpio and it&rsquo;s fun to think about
17714,white,catholicism and laughing about it,capricorn but it doesn&rsquo;t matter
17716,"asian, pacific islander",other,scorpio but it doesn&rsquo;t matter
17719,white,agnosticism,aries and it&rsquo;s fun to think about
17720,white,judaism and laughing about it,taurus but it doesn&rsquo;t matter
17721,white,other and laughing about it,aquarius but it doesn&rsquo;t matter
17726,"indian, white",agnosticism,scorpio but it doesn&rsquo;t matter
17730,"native american, hispanic / latin, white, other",buddhism and laughing about it,taurus and it&rsquo;s fun to think about
17738,white,agnosticism but not too serious about it,gemini but it doesn&rsquo;t matter
17748,asian,agnosticism but not too serious about it,leo
17762,white,buddhism and somewhat serious about it,aries and it&rsquo;s fun to think about
17766,"hispanic / latin, other",atheism but not too serious about it,libra and it&rsquo;s fun to think about
17768,white,agnosticism and laughing about it,libra and it matters a lot
17778,"hispanic / latin, white",christianity but not too serious about it,cancer
17782,white,agnosticism but not too serious about it,virgo but it doesn&rsquo;t matter
17789,white,other and laughing about it,cancer and it&rsquo;s fun to think about
17804,"asian, pacific islander",catholicism but not too serious about it,aquarius and it&rsquo;s fun to think about
17809,hispanic / latin,christianity,sagittarius
17812,white,atheism and laughing about it,aries and it&rsquo;s fun to think about
17813,white,buddhism and laughing about it,libra and it&rsquo;s fun to think about
17816,asian,agnosticism and laughing about it,aquarius but it doesn&rsquo;t matter
17834,asian,atheism and laughing about it,gemini and it&rsquo;s fun to think about
17864,white,other and laughing about it,cancer and it&rsquo;s fun to think about
17880,hispanic / latin,catholicism and somewhat serious about it,cancer and it&rsquo;s fun to think about
17889,white,christianity and somewhat serious about it,libra but it doesn&rsquo;t matter
17893,white,other but not too serious about it,sagittarius and it&rsquo;s fun to think about
17894,other,other and laughing about it,taurus and it&rsquo;s fun to think about
