age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks,id
19,single,m,straight,jacked,mostly vegetarian,desperately,often,working on college/university,white,72.0,-1,student,2012-06-30-05-52,"lafayette, california",doesn't have kids,has dogs and has cats,agnosticism and laughing about it,scorpio and it&rsquo;s fun to think about,no,"english, c++ (okay)",8816
21,single,f,straight,average,mostly anything,rarely,never,working on college/university,white,67.0,20000,artistic / musical / writer,2012-06-24-06-38,"san francisco, california",doesn't want kids,likes dogs and likes cats,atheism but not too serious about it,virgo and it&rsquo;s fun to think about,no,english (fluently),8824
27,single,m,straight,athletic,strictly anything,socially,never,graduated from college/university,asian,68.0,-1,other,2012-06-30-06-45,"san francisco, california",doesn't have kids,likes dogs and dislikes cats,agnosticism,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), chinese (okay)",8827
26,single,f,straight,average,mostly anything,socially,never,working on masters program,asian,65.0,-1,student,2012-06-30-02-39,"san francisco, california","doesn't have kids, but wants them",likes dogs,christianity and very serious about it,aries but it doesn&rsquo;t matter,no,"english, chinese",8828
27,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,white,63.0,-1,other,2012-05-24-23-17,"oakland, california","doesn't have kids, but wants them",has dogs,agnosticism and somewhat serious about it,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",8829
26,single,f,straight,curvy,mostly anything,socially,never,graduated from law school,white,66.0,-1,student,2012-06-30-01-08,"south san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,judaism but not too serious about it,aries and it&rsquo;s fun to think about,no,"english, russian (fluently), spanish (poorly), hebrew (poorly)",8833
32,single,m,straight,rather not say,mostly anything,rarely,never,graduated from two-year college,middle eastern,77.0,-1,computer / hardware / software,2012-05-06-15-25,"vallejo, california","doesn't have kids, but might want them",likes dogs and likes cats,catholicism but not too serious about it,cancer and it&rsquo;s fun to think about,yes,"english (okay), arabic (fluently)",8845
44,single,f,straight,fit,mostly vegetarian,socially,never,graduated from masters program,white,63.0,-1,medicine / health,2012-06-26-21-28,"san francisco, california","doesn't have kids, but might want them",has dogs and likes cats,atheism and somewhat serious about it,gemini but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), spanish (poorly)",8855
29,single,f,straight,fit,mostly anything,socially,never,working on masters program,hispanic / latin,66.0,-1,political / government,2012-06-30-07-52,"oakland, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,atheism and laughing about it,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), portuguese (okay), french (okay)",8858
25,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,70.0,70000,science / tech / engineering,2012-06-30-07-53,"san francisco, california",doesn't have kids,likes dogs and dislikes cats,agnosticism and laughing about it,leo and it&rsquo;s fun to think about,no,english (fluently),8871
34,single,m,straight,athletic,mostly anything,socially,never,graduated from masters program,white,68.0,100000,computer / hardware / software,2012-06-20-15-10,"san francisco, california",doesn't have kids,likes dogs and likes cats,christianity,virgo,no,"english (fluently), french (fluently)",8886
21,single,f,straight,a little extra,anything,socially,sometimes,working on two-year college,"asian, white",64.0,20000,student,2012-06-09-22-42,"san rafael, california","doesn't have kids, but might want them",has dogs and likes cats,other and laughing about it,sagittarius and it&rsquo;s fun to think about,yes,"english (fluently), spanish (okay)",8891
24,single,f,straight,athletic,mostly anything,socially,never,graduated from masters program,black,68.0,-1,entertainment / media,2012-06-30-00-34,"oakland, california","doesn't have kids, but might want them",likes dogs and likes cats,christianity and somewhat serious about it,leo but it doesn&rsquo;t matter,no,english (fluently),8895
63,single,f,straight,normal,anything,rarely,never,graduated from college/university,white,64.0,60000,sales / marketing / biz dev,2012-04-05-16-51,"castro valley, california",doesn't want kids,likes dogs and has cats,christianity but not too serious about it,pisces but it doesn&rsquo;t matter,no,english,8903
53,single,m,straight,overweight,mostly anything,rarely,never,working on ph.d program,black,73.0,30000,education / academia,2012-06-20-21-47,"emeryville, california","has kids, but doesn't want more",likes dogs,agnosticism and somewhat serious about it,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",8909
36,single,f,straight,average,anything,socially,never,graduated from college/university,white,68.0,-1,executive / management,2012-06-22-16-16,"san francisco, california","doesn't have kids, but wants them",likes dogs and dislikes cats,catholicism but not too serious about it,pisces and it&rsquo;s fun to think about,no,english,8910
31,single,m,gay,a little extra,anything,socially,never,graduated from masters program,"hispanic / latin, white",72.0,-1,other,2012-06-23-11-40,"san francisco, california",doesn't want kids,likes cats,atheism but not too serious about it,pisces and it&rsquo;s fun to think about,no,english (fluently),8912
43,single,m,gay,fit,mostly anything,rarely,never,graduated from college/university,white,72.0,-1,political / government,2012-06-30-07-55,"oakland, california",doesn't have kids,has dogs,catholicism but not too serious about it,libra and it&rsquo;s fun to think about,no,english (fluently),8913
32,single,f,straight,fit,mostly anything,rarely,never,graduated from law school,white,65.0,-1,other,2012-06-29-10-27,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,christianity,leo but it doesn&rsquo;t matter,no,english,8915
23,single,f,straight,skinny,mostly anything,socially,never,graduated from college/university,white,66.0,-1,student,2012-06-29-23-04,"san francisco, california",doesn't have kids,likes dogs and dislikes cats,christianity,libra,no,english,8927
26,single,f,straight,average,anything,socially,never,graduated from college/university,indian,66.0,-1,sales / marketing / biz dev,2012-06-29-16-41,"san francisco, california",doesn't have kids,likes dogs and dislikes cats,hinduism but not too serious about it,gemini and it&rsquo;s fun to think about,no,"english (fluently), hindi (fluently), french (poorly), urdu (okay)",8933
18,single,f,bisexual,average,other,socially,never,working on college/university,white,69.0,-1,student,2012-06-30-02-43,"castro valley, california",doesn't have kids,has dogs,catholicism and somewhat serious about it,aquarius,no,"english (fluently), spanish (okay)",8947
22,single,f,straight,curvy,strictly anything,socially,never,graduated from college/university,white,65.0,20000,artistic / musical / writer,2012-06-28-07-41,"san francisco, california",doesn't want kids,likes dogs and has cats,agnosticism and laughing about it,capricorn and it&rsquo;s fun to think about,no,english (fluently),8954
22,single,m,straight,fit,mostly anything,not at all,never,working on college/university,white,68.0,20000,sales / marketing / biz dev,2012-06-29-19-16,"san mateo, california","doesn't have kids, but wants them",likes dogs and likes cats,agnosticism and laughing about it,cancer and it&rsquo;s fun to think about,when drinking,english (fluently),8958
49,single,f,straight,a little extra,mostly anything,socially,never,graduated from college/university,white,66.0,-1,entertainment / media,2012-06-30-00-18,"san francisco, california","has a kid, but doesn't want more",likes dogs and has cats,catholicism and laughing about it,scorpio and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), spanish (okay)",8961
30,single,f,straight,average,mostly anything,often,never,graduated from college/university,white,66.0,-1,science / tech / engineering,2012-06-15-09-10,"san francisco, california","doesn't have kids, but wants them",dislikes dogs and dislikes cats,christianity but not too serious about it,gemini but it doesn&rsquo;t matter,no,english (fluently),8965
26,single,m,straight,athletic,anything,socially,never,graduated from masters program,white,69.0,-1,student,2012-06-29-19-25,"san francisco, california",doesn't have kids,likes dogs,judaism but not too serious about it,aries but it doesn&rsquo;t matter,no,english,8968
39,single,m,straight,fit,mostly anything,rarely,never,graduated from college/university,asian,66.0,-1,banking / financial / real estate,2012-05-21-20-22,"fremont, california",doesn't have kids,likes dogs,agnosticism,pisces,no,english (fluently),8981
51,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,white,63.0,-1,banking / financial / real estate,2012-06-29-23-00,"benicia, california",has kids,has dogs and has cats,agnosticism but not too serious about it,leo and it&rsquo;s fun to think about,no,"english, french (okay), spanish (poorly)",8982
27,single,m,straight,average,mostly anything,socially,never,working on two-year college,"hispanic / latin, white",72.0,-1,other,2012-06-30-02-38,"daly city, california","doesn't have kids, but wants them",likes dogs and likes cats,catholicism but not too serious about it,aquarius but it doesn&rsquo;t matter,no,"english (fluently), german (okay)",8985
32,single,m,straight,fit,mostly vegetarian,socially,never,graduated from college/university,white,71.0,-1,sales / marketing / biz dev,2012-06-27-22-05,"larkspur, california","doesn't have kids, but might want them",likes dogs and likes cats,agnosticism but not too serious about it,sagittarius and it&rsquo;s fun to think about,no,english (fluently),8996
